"Antecedent_LHS","Consequent_RHS","support","confidence","coverage","lift","count","fishersPValue","pAdjusted"
"LUNCH BAG SPACEBOY DESIGN + LUNCH BAG SUKI DESIGN","LUNCH BAG  BLACK SKULL.",0.01713,0.58724,0.02917,8.4427,313,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG SUKI DESIGN","LUNCH BAG SPACEBOY DESIGN",0.01313,0.53452,0.02457,8.44192,240,0,0
"LUNCH BAG SUKI DESIGN + LUNCH BAG VINTAGE DOILY","LUNCH BAG PINK POLKADOT",0.01007,0.50273,0.02003,8.43565,184,0,0
"REGENCY TEAPOT ROSES","GREEN REGENCY TEACUP AND SAUCER",0.01062,0.46747,0.02271,8.43246,194,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG SUKI DESIGN","LUNCH BAG ALPHABET DESIGN",0.01089,0.34075,0.03196,8.42569,199,0,0
"JUMBO BAG WOODLAND ANIMALS","JUMBO STORAGE BAG SKULLS",0.01527,0.32367,0.04717,8.425,279,0,0
"JUMBO STORAGE BAG SKULLS","JUMBO BAG WOODLAND ANIMALS",0.01527,0.39744,0.03842,8.425,279,0,0
"JUMBO BAG VINTAGE DOILY + JUMBO BAG VINTAGE LEAF","JUMBO BAG ALPHABET",0.01177,0.41667,0.02824,8.42229,215,0,0
"SKULL SHOULDER BAG","RED RETROSPOT CHARLOTTE BAG",0.01067,0.47561,0.02244,8.42133,195,0,0
"LUNCH BAG RED RETROSPOT + LUNCH BAG WOODLAND","LUNCH BAG SUKI DESIGN",0.01702,0.59125,0.02879,8.42089,311,0,0
"LUNCH BAG CARS BLUE + LUNCH BAG SPACEBOY DESIGN + LUNCH BAG WOODLAND","LUNCH BAG RED RETROSPOT",0.01029,0.72031,0.01428,8.4157,188,0,0
"LUNCH BAG PINK POLKADOT + LUNCH BAG RED RETROSPOT","LUNCH BAG WOODLAND",0.01549,0.467,0.03316,8.41561,283,0,0
"72 SWEETHEART FAIRY CAKE CASES","PACK OF 60 PINK PAISLEY CAKE CASES",0.01346,0.4,0.03366,8.41105,246,0,0
"LUNCH BAG RED RETROSPOT + LUNCH BAG WOODLAND","LUNCH BAG CARS BLUE",0.01521,0.52852,0.02879,8.40522,278,0,0
"JUMBO  BAG BAROQUE BLACK WHITE + JUMBO STORAGE BAG SUKI","JUMBO BAG PINK POLKADOT",0.01292,0.55924,0.02309,8.4038,236,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG SPACEBOY DESIGN","JUMBO SHOPPER VINTAGE RED PAISLEY",0.01001,0.53982,0.01855,8.4022,183,0,0
"LUNCH BAG CARS BLUE + LUNCH BAG SUKI DESIGN","LUNCH BAG  BLACK SKULL.",0.01724,0.58442,0.0295,8.40207,315,0,0
"RETROSPOT HEART HOT WATER BOTTLE","CHOCOLATE HOT WATER BOTTLE",0.01335,0.39165,0.03409,8.39986,244,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG SPACEBOY DESIGN","LUNCH BAG VINTAGE DOILY",0.01084,0.50382,0.02151,8.39986,198,0,0
"JUMBO BAG PINK VINTAGE PAISLEY + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG PINK POLKADOT",0.01275,0.55875,0.02282,8.39646,233,0,0
"LUNCH BAG RED RETROSPOT + LUNCH BAG SPACEBOY DESIGN","LUNCH BAG SUKI DESIGN",0.01806,0.58929,0.03065,8.39284,330,0,0
"JUMBO  BAG BAROQUE BLACK WHITE + JUMBO BAG RED RETROSPOT","JUMBO STORAGE BAG SUKI",0.0174,0.54359,0.03201,8.38937,318,0,0
"JUMBO BAG RED RETROSPOT + JUMBO STORAGE BAG SUKI","JUMBO SHOPPER VINTAGE RED PAISLEY",0.02134,0.53867,0.03962,8.38432,390,0,0
"LUNCH BAG PINK POLKADOT + LUNCH BAG VINTAGE DOILY","LUNCH BAG  BLACK SKULL.",0.01095,0.58309,0.01877,8.38301,200,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG WOODLAND","LUNCH BAG  BLACK SKULL.",0.01177,0.58266,0.02019,8.37677,215,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG SPACEBOY DESIGN","LUNCH BAG CARS BLUE",0.01133,0.52672,0.02151,8.3766,207,0,0
"LUNCH BAG SPACEBOY DESIGN + LUNCH BAG WOODLAND","LUNCH BAG PINK POLKADOT",0.01308,0.49896,0.02621,8.37229,239,0,0
"LUNCH BAG CARS BLUE + LUNCH BAG RED RETROSPOT","LUNCH BAG  BLACK SKULL.",0.01768,0.58198,0.03037,8.36708,323,0,0
"JUMBO BAG RED RETROSPOT + JUMBO STORAGE BAG SKULLS","JUMBO BAG APPLES",0.01012,0.44686,0.02266,8.36626,185,0,0
"LUNCH BAG CARS BLUE + LUNCH BAG RED RETROSPOT","LUNCH BAG SPACEBOY DESIGN",0.01609,0.52973,0.03037,8.36625,294,0,0
"JUMBO BAG APPLES + JUMBO BAG RED RETROSPOT","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",0.011,0.36813,0.02988,8.35636,201,0,0
"JUMBO BAG RED RETROSPOT + JUMBO BAG STRAWBERRY","JUMBO BAG PINK VINTAGE PAISLEY",0.0116,0.39552,0.02933,8.35535,212,0,0
"JUMBO BAG RED RETROSPOT + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG PINK POLKADOT",0.02069,0.55588,0.03721,8.35332,378,0,0
"LUNCH BAG PINK POLKADOT + LUNCH BAG WOODLAND","LUNCH BAG RED RETROSPOT",0.01549,0.71465,0.02167,8.34957,283,0,0
"LUNCH BAG RED RETROSPOT + LUNCH BAG SPACEBOY DESIGN","LUNCH BAG CARS BLUE",0.01609,0.525,0.03065,8.34928,294,0,0
"JUMBO  BAG BAROQUE BLACK WHITE + JUMBO BAG RED RETROSPOT","JUMBO BAG PINK POLKADOT",0.01779,0.55556,0.03201,8.34841,325,0,0
"LUNCH BAG CARS BLUE + LUNCH BAG SUKI DESIGN","LUNCH BAG PINK POLKADOT",0.01467,0.49722,0.0295,8.34311,268,0,0
"PACK OF 60 DINOSAUR CAKE CASES","PACK OF 60 PINK PAISLEY CAKE CASES",0.01302,0.39667,0.03284,8.34096,238,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG SUKI DESIGN","LUNCH BAG WOODLAND",0.01478,0.46233,0.03196,8.33149,270,0,0
"SET OF TEA COFFEE SUGAR TINS PANTRY","SET OF 3 REGENCY CAKE TINS",0.01018,0.39574,0.02572,8.32157,186,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG WOODLAND","LUNCH BAG CARS BLUE",0.01056,0.52304,0.02019,8.31804,193,0,0
"PACK OF 72 SKULL CAKE CASES","60 TEATIME FAIRY CAKE CASES",0.01363,0.3767,0.03617,8.31338,249,0,0
"60 TEATIME FAIRY CAKE CASES","PACK OF 72 SKULL CAKE CASES",0.01363,0.30072,0.04531,8.31338,249,0,0
"JUMBO STORAGE BAG SKULLS + JUMBO STORAGE BAG SUKI","JUMBO BAG PINK POLKADOT",0.01111,0.55313,0.02008,8.31201,203,0,0
"CHARLOTTE BAG SUKI DESIGN + LUNCH BAG SUKI DESIGN","LUNCH BAG  BLACK SKULL.",0.01056,0.57784,0.01828,8.30759,193,0,0
"JUMBO BAG RED RETROSPOT + LUNCH BAG SUKI DESIGN","JUMBO STORAGE BAG SUKI",0.01193,0.53827,0.02216,8.30729,218,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG SUKI DESIGN","LUNCH BAG PINK POLKADOT",0.01582,0.49486,0.03196,8.30361,289,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG WOODLAND","LUNCH BAG SUKI DESIGN",0.01177,0.58266,0.02019,8.29842,215,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG RED RETROSPOT + JUMBO STORAGE BAG SUKI","JUMBO BAG APPLES",0.01001,0.4431,0.0226,8.29585,183,0,0
"LUNCH BAG DOLLY GIRL DESIGN + LUNCH BAG SUKI DESIGN","LUNCH BAG  BLACK SKULL.",0.01067,0.57692,0.0185,8.29435,195,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG APPLE DESIGN","LUNCH BAG PINK POLKADOT",0.01122,0.49398,0.02271,8.28873,205,0,0
"JUMBO BAG RED RETROSPOT + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG SPACEBOY DESIGN",0.01155,0.31029,0.03721,8.27738,211,0,0
"JUMBO  BAG BAROQUE BLACK WHITE + JUMBO BAG RED RETROSPOT","JUMBO SHOPPER VINTAGE RED PAISLEY",0.01702,0.53162,0.03201,8.27459,311,0,0
"LUNCH BAG CARS BLUE + LUNCH BAG PINK POLKADOT","LUNCH BAG SPACEBOY DESIGN",0.01439,0.5239,0.02747,8.27425,263,0,0
"LUNCH BAG PINK POLKADOT + LUNCH BAG SUKI DESIGN","LUNCH BAG RED RETROSPOT",0.01811,0.70726,0.02561,8.26333,331,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG RED RETROSPOT","LUNCH BAG VINTAGE LEAF DESIGN",0.01056,0.30109,0.03508,8.26104,193,0,0
"HAND OVER THE CHOCOLATE   SIGN","PLEASE ONE PERSON METAL SIGN",0.0139,0.37741,0.03683,8.25928,254,0,0
"PLEASE ONE PERSON METAL SIGN","HAND OVER THE CHOCOLATE   SIGN",0.0139,0.30419,0.0457,8.25928,254,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG RED RETROSPOT","LUNCH BAG SUKI DESIGN",0.01543,0.57906,0.02665,8.24714,282,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG SUKI DESIGN","LUNCH BAG VINTAGE DOILY",0.01215,0.49443,0.02457,8.24339,222,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG APPLE DESIGN + LUNCH BAG SUKI DESIGN","LUNCH BAG RED RETROSPOT",0.01034,0.70522,0.01467,8.23949,189,0,0
"LUNCH BAG RED RETROSPOT + LUNCH BAG SUKI DESIGN","LUNCH BAG CARS BLUE",0.01855,0.51756,0.03585,8.23092,339,0,0
"SET/6 RED SPOTTY PAPER PLATES","PAPER BUNTING RETROSPOT",0.01034,0.35863,0.02884,8.22248,189,0,0
"LUNCH BAG CARS BLUE + LUNCH BAG SPACEBOY DESIGN + LUNCH BAG SUKI DESIGN","LUNCH BAG RED RETROSPOT",0.01155,0.70333,0.01642,8.2174,211,0,0
"LUNCH BAG CARS BLUE + LUNCH BAG WOODLAND","LUNCH BAG  BLACK SKULL.",0.01401,0.57143,0.02452,8.21535,256,0,0
"JUMBO BAG RED RETROSPOT + JUMBO BAG WOODLAND ANIMALS","JUMBO BAG PINK VINTAGE PAISLEY",0.01138,0.38879,0.02928,8.21303,208,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG VINTAGE DOILY","LUNCH BAG SPACEBOY DESIGN",0.01067,0.52,0.02052,8.21258,195,0,0
"JUMBO BAG RED RETROSPOT + LUNCH BAG  BLACK SKULL.","LUNCH BAG PINK POLKADOT",0.01007,0.48936,0.02058,8.2113,184,0,0
"JUMBO BAG PINK VINTAGE PAISLEY + JUMBO BAG SCANDINAVIAN BLUE PAISLEY","JUMBO BAG PINK POLKADOT",0.01193,0.54637,0.02184,8.21032,218,0,0
"PACK OF 60 MUSHROOM CAKE CASES","PACK OF 72 RETROSPOT CAKE CASES",0.01275,0.59288,0.02151,8.20728,233,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG RED RETROSPOT","LUNCH BAG PINK POLKADOT",0.01302,0.48871,0.02665,8.2003,238,0,0
"HOT WATER BOTTLE I AM SO POORLY","SCOTTIE DOG HOT WATER BOTTLE",0.01242,0.34551,0.03595,8.19935,227,0,0
"NO SINGING METAL SIGN","GIN + TONIC DIET METAL SIGN",0.01078,0.36213,0.02977,8.18966,197,0,0
"JUMBO BAG RED RETROSPOT + RECYCLING BAG RETROSPOT","JUMBO STORAGE BAG SUKI",0.01204,0.53012,0.02271,8.1815,220,0,0
"LUNCH BAG SPACEBOY DESIGN + LUNCH BAG VINTAGE DOILY","LUNCH BAG  BLACK SKULL.",0.01067,0.56851,0.01877,8.17344,195,0,0
"LUNCH BAG CARS BLUE + LUNCH BAG WOODLAND","LUNCH BAG SUKI DESIGN",0.01406,0.57366,0.02452,8.17031,257,0,0
"LUNCH BAG RED RETROSPOT + LUNCH BAG SPACEBOY DESIGN","LUNCH BAG  BLACK SKULL.",0.0174,0.56786,0.03065,8.16401,318,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG RED RETROSPOT","LUNCH BAG DOLLY GIRL DESIGN",0.01067,0.30421,0.03508,8.1628,195,0,0
"HEART OF WICKER LARGE","HEART OF WICKER SMALL",0.02698,0.53413,0.05051,8.15382,493,0,0
"HEART OF WICKER SMALL","HEART OF WICKER LARGE",0.02698,0.41186,0.06551,8.15382,493,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG PINK POLKADOT","LUNCH BAG WOODLAND",0.01346,0.45221,0.02977,8.14907,246,0,0
"JUMBO BAG APPLES + JUMBO BAG PINK POLKADOT","JUMBO SHOPPER VINTAGE RED PAISLEY",0.01045,0.52329,0.01997,8.14483,191,0,0
"CHARLOTTE BAG SUKI DESIGN + LUNCH BAG RED RETROSPOT","LUNCH BAG  BLACK SKULL.",0.01067,0.56522,0.01888,8.12606,195,0,0
"GINGERBREAD MAN COOKIE CUTTER","SET OF 3 HEART COOKIE CUTTERS",0.01111,0.30389,0.03656,8.11845,203,0,0
"JUMBO BAG TOYS","JUMBO BAG PINK POLKADOT",0.01543,0.54023,0.02857,8.11811,282,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG WOODLAND ANIMALS","JUMBO BAG APPLES",0.01018,0.43357,0.02348,8.11738,186,0,0
"LUNCH BAG DOLLY GIRL DESIGN + LUNCH BAG SPACEBOY DESIGN","LUNCH BAG SUKI DESIGN",0.01209,0.56959,0.02123,8.1123,221,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG SUKI DESIGN","LUNCH BAG APPLE DESIGN",0.01467,0.4589,0.03196,8.10199,268,0,0
"JUMBO BAG APPLES","JUMBO BAG ALPHABET",0.0214,0.40061,0.05341,8.09782,391,0,0
"JUMBO BAG ALPHABET","JUMBO BAG APPLES",0.0214,0.43252,0.04947,8.09782,391,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG RED RETROSPOT","LUNCH BAG WOODLAND",0.01576,0.4493,0.03508,8.09667,288,0,0
"LUNCH BAG SUKI DESIGN + LUNCH BAG WOODLAND","LUNCH BAG RED RETROSPOT",0.01702,0.69265,0.02457,8.09258,311,0,0
"LUNCH BAG SUKI DESIGN + LUNCH BAG VINTAGE DOILY","LUNCH BAG  BLACK SKULL.",0.01127,0.56284,0.02003,8.0919,206,0,0
"LUNCH BAG ALPHABET DESIGN + LUNCH BAG APPLE DESIGN","LUNCH BAG SPACEBOY DESIGN",0.01045,0.51206,0.02041,8.08725,191,0,0
"JUMBO BAG OWLS","JUMBO BAG SPACEBOY DESIGN",0.01078,0.30308,0.03557,8.08485,197,0,0
"LUNCH BAG DOLLY GIRL DESIGN + LUNCH BAG WOODLAND","LUNCH BAG RED RETROSPOT",0.01078,0.69123,0.0156,8.07597,197,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG RED RETROSPOT","LUNCH BAG SPACEBOY DESIGN",0.01363,0.51129,0.02665,8.07508,249,0,0
"JUMBO BAG RED RETROSPOT + JUMBO BAG SCANDINAVIAN BLUE PAISLEY","JUMBO STORAGE BAG SUKI",0.01549,0.52311,0.02961,8.07323,283,0,0
"LUNCH BAG PINK POLKADOT + LUNCH BAG VINTAGE DOILY","LUNCH BAG RED RETROSPOT",0.01297,0.69096,0.01877,8.07286,237,0,0
"JUMBO BAG OWLS + JUMBO BAG RED RETROSPOT","JUMBO BAG PINK POLKADOT",0.01149,0.53708,0.0214,8.07084,210,0,0
"JUMBO STORAGE BAG SUKI","JUMBO STORAGE BAG SKULLS",0.02008,0.30997,0.0648,8.06839,367,0,0
"JUMBO STORAGE BAG SKULLS","JUMBO STORAGE BAG SUKI",0.02008,0.52279,0.03842,8.06839,367,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG SPACEBOY DESIGN + LUNCH BAG SUKI DESIGN","LUNCH BAG RED RETROSPOT",0.01182,0.6901,0.01713,8.06274,216,0,0
"JUMBO BAG APPLES + JUMBO BAG VINTAGE DOILY","LUNCH BAG APPLE DESIGN",0.01067,0.45667,0.02337,8.06262,195,0,0
"JUMBO BAG RED RETROSPOT + JUMBO BAG WOODLAND ANIMALS","JUMBO BAG APPLES",0.01259,0.42991,0.02928,8.04885,230,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG VINTAGE LEAF DESIGN","LUNCH BAG SUKI DESIGN",0.01116,0.5651,0.01976,8.04834,204,0,0
"JUMBO BAG WOODLAND ANIMALS + JUMBO STORAGE BAG SUKI","JUMBO BAG APPLES",0.01056,0.42984,0.02457,8.04769,193,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG RED RETROSPOT","JUMBO STORAGE BAG SKULLS",0.01396,0.30909,0.04515,8.04561,255,0,0
"PLEASE ONE PERSON METAL SIGN","GIN + TONIC DIET METAL SIGN",0.01625,0.35569,0.0457,8.04393,297,0,0
"GIN + TONIC DIET METAL SIGN","PLEASE ONE PERSON METAL SIGN",0.01625,0.36757,0.04422,8.04393,297,0,0
"JUMBO BAG TOYS","JUMBO  BAG BAROQUE BLACK WHITE",0.01166,0.40805,0.02857,8.04339,213,0,0
"SUKI  SHOULDER BAG","CHARLOTTE BAG SUKI DESIGN",0.01122,0.38679,0.029,8.04079,205,0,0
"JUMBO STORAGE BAG SUKI","JUMBO BAG WOODLAND ANIMALS",0.02457,0.37922,0.0648,8.03891,449,0,0
"JUMBO BAG WOODLAND ANIMALS","JUMBO STORAGE BAG SUKI",0.02457,0.52088,0.04717,8.03891,449,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG CARS BLUE + LUNCH BAG SPACEBOY DESIGN","LUNCH BAG RED RETROSPOT",0.01073,0.68772,0.0156,8.03497,196,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG SPACEBOY DESIGN","LUNCH BAG APPLE DESIGN",0.01275,0.45508,0.02802,8.03444,233,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG RED RETROSPOT","LUNCH BAG  BLACK SKULL.",0.01489,0.55852,0.02665,8.02979,272,0,0
"LUNCH BAG SUKI DESIGN + LUNCH BAG VINTAGE DOILY","LUNCH BAG SPACEBOY DESIGN",0.01018,0.5082,0.02003,8.02617,186,0,0
"JUMBO BAG PINK VINTAGE PAISLEY + JUMBO BAG RED RETROSPOT","JUMBO STORAGE BAG SUKI",0.01472,0.51931,0.02835,8.01458,269,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG RED RETROSPOT","LUNCH BAG CARS BLUE",0.01768,0.5039,0.03508,8.01372,323,0,0
"NO SINGING METAL SIGN","PLEASE ONE PERSON METAL SIGN",0.01089,0.36581,0.02977,8.0053,199,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG PINK POLKADOT","LUNCH BAG RED RETROSPOT",0.01302,0.68195,0.0191,7.96755,238,0,0
"JUMBO BAG OWLS","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",0.01248,0.35077,0.03557,7.96224,228,0,0
"LUNCH BAG SPACEBOY DESIGN + LUNCH BAG WOODLAND","LUNCH BAG APPLE DESIGN",0.01182,0.45094,0.02621,7.96137,216,0,0
"PACK OF 60 SPACEBOY CAKE CASES","PACK OF 72 RETROSPOT CAKE CASES",0.01636,0.575,0.02846,7.95983,299,0,0
"LUNCH BAG RED RETROSPOT + LUNCH BAG SUKI DESIGN","LUNCH BAG SPACEBOY DESIGN",0.01806,0.50382,0.03585,7.957,330,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG RED RETROSPOT","LUNCH BAG SUKI DESIGN",0.01959,0.5585,0.03508,7.95441,358,0,0
"JUMBO BAG APPLES + JUMBO BAG RED RETROSPOT","JUMBO BAG PINK POLKADOT",0.01582,0.5293,0.02988,7.95392,289,0,0
"WOODEN BOX OF DOMINOES","VINTAGE SNAP CARDS",0.01292,0.40204,0.03212,7.95082,236,0,0
"LUNCH BAG SPACEBOY DESIGN + LUNCH BAG SUKI DESIGN","LUNCH BAG APPLE DESIGN",0.01313,0.45028,0.02917,7.94975,240,0,0
"JUMBO BAG VINTAGE DOILY + JUMBO BAG VINTAGE LEAF","LUNCH BAG VINTAGE DOILY",0.01346,0.47674,0.02824,7.94849,246,0,0
"LUNCH BAG PINK POLKADOT + LUNCH BAG SPACEBOY DESIGN","LUNCH BAG RED RETROSPOT",0.01593,0.67991,0.02342,7.94369,291,0,0
"JUMBO BAG APPLES + JUMBO BAG RED RETROSPOT","JUMBO STORAGE BAG SUKI",0.01538,0.51465,0.02988,7.94277,281,0,0
"JUMBO BAG APPLES + LUNCH BAG APPLE DESIGN","JUMBO BAG VINTAGE DOILY",0.01067,0.53425,0.01997,7.93682,195,0,0
"JUMBO BAG TOYS","JUMBO SHOPPER VINTAGE RED PAISLEY",0.01456,0.50958,0.02857,7.93146,266,0,0
"JUMBO BAG OWLS","JUMBO STORAGE BAG SKULLS",0.01084,0.30462,0.03557,7.92911,198,0,0
"LUNCH BAG CARS BLUE + LUNCH BAG SUKI DESIGN","LUNCH BAG APPLE DESIGN",0.01324,0.44898,0.0295,7.92677,242,0,0
"LUNCH BAG RED RETROSPOT + LUNCH BAG WOODLAND","LUNCH BAG APPLE DESIGN",0.01292,0.44867,0.02879,7.92129,236,0,0
"LUNCH BAG DOLLY GIRL DESIGN + LUNCH BAG SUKI DESIGN","LUNCH BAG RED RETROSPOT",0.01253,0.67751,0.0185,7.91575,229,0,0
"HOT BATHS METAL SIGN","COOK WITH WINE METAL SIGN",0.01034,0.31137,0.03322,7.90224,189,0,0
"LUNCH BAG PINK POLKADOT + LUNCH BAG SUKI DESIGN","LUNCH BAG SPACEBOY DESIGN",0.01281,0.5,0.02561,7.89672,234,0,0
"LUNCH BAG  BLACK SKULL. + RED RETROSPOT CHARLOTTE BAG","LUNCH BAG SUKI DESIGN",0.01067,0.55398,0.01926,7.88997,195,0,0
"JUMBO BAG DOLLY GIRL DESIGN","JUMBO STORAGE BAG SUKI",0.01259,0.51111,0.02463,7.88812,230,0,0
"LUNCH BAG RED RETROSPOT + LUNCH BAG WOODLAND","LUNCH BAG  BLACK SKULL.",0.01576,0.54753,0.02879,7.87175,288,0,0
"LUNCH BAG SPACEBOY DESIGN + LUNCH BAG WOODLAND","LUNCH BAG  BLACK SKULL.",0.01434,0.54697,0.02621,7.86376,262,0,0
"LUNCH BAG RED RETROSPOT + LUNCH BAG SUKI DESIGN","LUNCH BAG  BLACK SKULL.",0.01959,0.54656,0.03585,7.85789,358,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG VINTAGE DOILY","JUMBO BAG APPLES",0.01012,0.4195,0.02413,7.85404,185,0,0
"SUKI  SHOULDER BAG","RED TOADSTOOL LED NIGHT LIGHT",0.01051,0.36226,0.029,7.85249,192,0,0
"LUNCH BAG RED RETROSPOT + LUNCH BAG SPACEBOY DESIGN","LUNCH BAG APPLE DESIGN",0.01363,0.44464,0.03065,7.8502,249,0,0
"JUMBO BAG RED RETROSPOT + JUMBO STORAGE BAG SUKI","JUMBO BAG PINK VINTAGE PAISLEY",0.01472,0.37155,0.03962,7.84888,269,0,0
"LUNCH BOX I LOVE LONDON","DOLLY GIRL LUNCH BOX",0.01401,0.36467,0.03842,7.8396,256,0,0
"DOLLY GIRL LUNCH BOX","LUNCH BOX I LOVE LONDON",0.01401,0.30118,0.04652,7.8396,256,0,0
"JUMBO BAG PINK VINTAGE PAISLEY + JUMBO BAG RED RETROSPOT","JUMBO  BAG BAROQUE BLACK WHITE",0.01127,0.39768,0.02835,7.83912,206,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG RED RETROSPOT","LUNCH BAG SPACEBOY DESIGN",0.0174,0.4961,0.03508,7.83512,318,0,0
"LUNCH BAG DOLLY GIRL DESIGN + LUNCH BAG RED RETROSPOT","LUNCH BAG  BLACK SKULL.",0.01067,0.54469,0.01959,7.83098,195,0,0
"LUNCH BAG ALPHABET DESIGN + LUNCH BAG APPLE DESIGN","LUNCH BAG SUKI DESIGN",0.01122,0.5496,0.02041,7.82759,205,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG VINTAGE DOILY","LUNCH BAG SUKI DESIGN",0.01127,0.54933,0.02052,7.82383,206,0,0
"JUMBO BAG RED RETROSPOT + JUMBO BAG STRAWBERRY","JUMBO BAG PINK POLKADOT",0.01527,0.52052,0.02933,7.82196,279,0,0
"PACK OF 72 SKULL CAKE CASES","PACK OF 72 RETROSPOT CAKE CASES",0.02041,0.5643,0.03617,7.81166,373,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG SCANDINAVIAN BLUE PAISLEY + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG RED RETROSPOT",0.01149,0.88608,0.01297,7.81055,210,0,0
"LUNCH BAG PINK POLKADOT + LUNCH BAG SUKI DESIGN","LUNCH BAG APPLE DESIGN",0.01133,0.44231,0.02561,7.80897,207,0,0
"LUNCH BAG RED RETROSPOT + RED RETROSPOT CHARLOTTE BAG","LUNCH BAG  BLACK SKULL.",0.01171,0.54315,0.02156,7.80876,214,0,0
"JUMBO BAG OWLS + JUMBO BAG RED RETROSPOT","JUMBO SHOPPER VINTAGE RED PAISLEY",0.01073,0.50128,0.0214,7.80227,196,0,0
"JUMBO BAG OWLS","JUMBO  BAG BAROQUE BLACK WHITE",0.01406,0.39538,0.03557,7.79381,257,0,0
"JUMBO BAG PEARS","JUMBO BAG ALPHABET",0.01253,0.38552,0.03251,7.79274,229,0,0
"LUNCH BAG PINK POLKADOT + LUNCH BAG SPACEBOY DESIGN","LUNCH BAG SUKI DESIGN",0.01281,0.54673,0.02342,7.78673,234,0,0
"LUNCH BAG PINK POLKADOT + LUNCH BAG RED RETROSPOT","LUNCH BAG SUKI DESIGN",0.01811,0.5462,0.03316,7.77927,331,0,0
"JUMBO BAG APPLES + JUMBO BAG RED RETROSPOT","JUMBO BAG PINK VINTAGE PAISLEY",0.011,0.36813,0.02988,7.77673,201,0,0
"JUMBO BAG WOODLAND ANIMALS","RECYCLING BAG RETROSPOT",0.01499,0.31787,0.04717,7.77558,274,0,0
"RECYCLING BAG RETROSPOT","JUMBO BAG WOODLAND ANIMALS",0.01499,0.3668,0.04088,7.77558,274,0,0
"JUMBO BAG SPACEBOY DESIGN","JUMBO STORAGE BAG SUKI",0.01888,0.50365,0.03749,7.77296,345,0,0
"JUMBO BAG SCANDINAVIAN BLUE PAISLEY","JUMBO SHOPPER VINTAGE RED PAISLEY",0.022,0.49938,0.04405,7.7727,402,0,0
"JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",0.022,0.34242,0.06425,7.7727,402,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG RED RETROSPOT","JUMBO  BAG BAROQUE BLACK WHITE",0.01779,0.39394,0.04515,7.76532,325,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG SCANDINAVIAN BLUE PAISLEY + JUMBO STORAGE BAG SUKI","JUMBO BAG RED RETROSPOT",0.01089,0.88053,0.01237,7.76167,199,0,0
"HOT WATER BOTTLE I AM SO POORLY","HOT WATER BOTTLE KEEP CALM",0.01188,0.33029,0.03595,7.75755,217,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG PINK POLKADOT","LUNCH BAG RED RETROSPOT",0.01976,0.6636,0.02977,7.75321,361,0,0
